vaalipiiri,id,sukunimi,etunimi,nimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.,valittu,sitoutumaton,kotikunta,ehdokasnumero,Mitä asioita haluat edistää tai ajaa tulevalla vaalikaudella,Vaalilupaus 1,Vaalilupaus 2,Vaalilupaus 3,Äidinkieli,Kotisivun osoite:,Facebook-profiilin osoite:,Twitter-profiilin osoite:,Lapsia,Perheeseeni kuuluu:,Vapaa-ajalla sydäntäni lähinnä on,Työnantaja,Ammattiasema,Ammatti,Koulutus,Kielitaito,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Tärkein ulkopuolinen rahoituslähde,Vuositulot,Sijoitusten arvo (esim. osakkeet - rahastot),127|Suomessa on liian helppo elää sosiaaliturvan varassa,128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.,129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.,130|Työntekijälle on turvattava lailla minimityöaika.,131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,132|Euron ulkopuolella Suomi pärjäisi paremmin.,133|Ruoan verotusta on varaa kiristää.,134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.,135|Lapsilisiä on korotettava ja laitettava verolle.,136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.,137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,138|Suomeen tarvitaan enemmän poliiseja.,139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.,140|Venäjän etupiiripolitiikka on uhka Suomelle.,141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.,142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.,143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.,144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.,145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.,146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.,147|Kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto.,148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.,149|Geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle.,150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.,"151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.",152|Peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen.,201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.,244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.,245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.,246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.,247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.,248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.
11 Keski-Suomen vaalipiiri,6077,Abbey,Paul,Abbey Paul,Vasemmistoliitto,49,M,0,0,0,,98,"Meidän on määriteltävä ne kansallisesti tärkeät alat kuten osin terveydenhoito, jotka jaatetaan kilpailutuksen ulkopuolelle ja tuotetaan julkisina palveluina.",Ihmisten välinen tasa-arvo,Alueellinen tasa-arvo,Julkisten palvelujen tuki,muu,http://www.abbey.fi,https://www.facebook.com/PolitikkoPaulAbbey,,kyllä ,vaimo ja 5 lasta,,,,suunnittelija,korkeakoulututkinto ,suomi |englanti |joku muu,,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,,puolueen tuki ,,,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Ei,Ei,Ei
01 Helsingin vaalipiiri,6251,Abouraya,Elsayed,Abouraya Elsayed,Suomen Työväenpuolue STP,47,M,0,0,0,,222,,,,,,,,,,,,,,"autoilija, liikenneopettaja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Uudenmaan vaalipiiri,4600,Abrahamsson,Anna,Abrahamsson Anna,Suomen ruotsalainen kansanpuolue,25,F,0,0,0,Sipoo,190,#NIMI?,"Kestävyys: Kunnianhimokkaan ympäristöpolitikan puolesta, joka tukee kestävää talouskasvua.","Tasa-arvo: Tulotasa-arvon, turvallisuuden, 6+6+6-mallin ja HBTIQ-oikeuksien puolesta.",Talous ja työllisyys: Joustavamman työmarkkinan  (flexicurity) sekä negatiivisen tuloveron selvityksen puolesta.,ruotsi ,http://annaabrahamsson.fi,https://www.facebook.com/annaabrahamssonpol,https://twitter.com/pimplesly,ei,"Vanhemmat, kaksi veljestä.",kirjallisuus ja elokuvat ,julkinen ,joku muu,Erityisavustaja Euroopan parlamentissa,korkeakoulututkinto ,suomi |ruotsi |englanti |saksa |ranska |joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,,,20 000-30 000 euroa ,,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Ei
08 Kaakkois-Suomen vaalipiiri,5145,Abu Taher,Faruk,Abu Taher Faruk,Vasemmistoliitto,34,M,0,0,0,Kotka,57,"Työtä on löydettävä kaikille,suomen pitää elvyttää ja auttaa yrityksiä ja työntekijöitä.",Valtion on oltava mukana luomassa uusia työpaikkoja,Palkansaajan ostovoima säilytettävä,Koulutus järjestelmä on kivijalkamme,muu,,https://www.facebook.com/pages/Faruk-Abu-Taher/1592031804349121,https://twitter.com/faruktaher,ei,Minä ja vaimo,ruoka ja juoma,yksityinen ,työntekijä ,Metallimies  (liiketalouden maisteri),korkeakoulututkinto ,suomi |englanti |joku muu,muu uskonnollinen yhteisö ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa ,51-80 % ,ammattijärjestöjen tuki ,30 000-50 000 euroa ,,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
02 Uudenmaan vaalipiiri,4991,Adlercreutz,Anders,Adlercreutz Anders,Suomen ruotsalainen kansanpuolue,44,M,0,1,0,Kirkkonummi,191,"Koulutus - koulutus on tärkein kilpailuvalttimme ja yksi harvoista asioista, joka on täysin omissa käsissämme. Näkemykseni on, että ilman koulujärjestelmämme aktiivista uudistamista emme pärjää tulevaisuuden kilpailussa. Koulun tulisi kiinnittää erityistä huomiota yläkoululaisten koulumenestykseen ja motivoida kaikin mahdollisin tavoin nuoria, joille oppiminen on syystä tai toisesta vaikeaa. Itsetunnon ja sosiaalisten taitojen kehittäminen on yhtä tärkeää kuin tiedollisen osaamisen varmistaminen. Taideaineiden kriittistä roolia näiden taitojen kehittäjänä ei ole suomalaisessa koulujärjestelmässä täysin ymmärretty.     Yrittäminen - yrittäminen on ainoa keino taloudellisen tilanteen korjaamiseksi. Suomen ja koko Euroopan heikko taloustilanne edellyttää näkemyksellistä talouspolitiikkaa, jolla tuetaan työllistämistä, yritteliäisyyttä ja innovaatioiden kaupallistamista.Yrittämisen tulee olla houkutteleva vaihtoehto palkkatyölle. Ihmisten palkkaamisen tulee aina olla mahdollisuus, ei riski.     Ympäristö - ympäristökysymyksissä kestävälle kehitykselle ei ole vaihtoehtoja. Luontoon liittyvissä ratkaisuissa on aina tarkasteltava asioita pitkällä aikaperspektiivillä. Itämeri on omalla agendallani korkealla. Rakennettuun ympäristöön liittyvät kysymykset ovat ammattini kautta vahvinta osaamisaluettani. Hankintalakia tulee muuttaa niin, ettei Suomeen rakenneta enää yhtään homekoulua tai muuta terveyttä uhkaavaa rakennusta. Pääkaupunkiseutu kasvaa koko ajan ja samalla kasvaa myös paineet julkisen liikenteen kehittämiseen. Rantaradan kehittämisellä on erityisen iso merkitys Helsingin länsipuolisten kuntien ja kaupunkien elinkelpoisuudelle. Tälle raidevälille kohdistuvat toimenpiteet on saatava näkyvästi mukaan seuraavaan hallitusohjemaan.","Edistän päätöksiä jotka varmistavat sen, että suomalainen koulutus on tulevaisuudessa huippuluokkaa.",Edistän suomalaista yrittäjyyttä järkevällä veropolitiikalla joka kannustaa yrittämiseen ja työllistämiseen.,Edistän uusiutuvien energiatuotantomuotojen käyttöönottoa realistisessa aikataulussa sekä näihin littyvää tutkimusta ja yritystoimintaa.,ruotsi ,http://www.anders2015.fi,http://www.facebook.com/andersatz,http://www.twitter.com/adleande,kyllä ,"Vaimoni Ia, Lapset Axel 17, Ilon 15, Alvar 11, Ivar 8 ja Arik 5 - sekä koiramme Yddi.",musiikki ,yksityinen ,yrittäjä ,arkkitehti,korkeakoulututkinto ,suomi |ruotsi |englanti |venäjä |espanja |italia |joku muu,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,20 000-50 000 euroa ,51-80 % ,yksityiset lahjoitukset ,70 000-100 000 euroa ,10 000-50 000 euroa ,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Kyllä,Ei,Kyllä,Ei
02 Uudenmaan vaalipiiri,4873,af Hällström,Nina,af Hällström Nina,Suomen ruotsalainen kansanpuolue,51,F,0,0,0,Espoo,204,"Yhdenvertaisuus, vapaaehtoistyö ja ihmisoikeudet. Pohjoismainen hyvinvointivaltio on säilytettävä myös taloudellisesti vaikeina aikoina.","Viihtyvyys: Kaikilla on oikeus viihtyä Suomessa, tuntea itsensä tervetulleiksi ja tulla kunnioitetuksi","Turvallisuus: jokaisella on oikeus tuntea olonsa turvalliseksi kotona, työpaikalla, koulussa ja kadulla. Väkivalta ja syrjintä pois!","Suvaitsevaisuus: Ketään ei saa syrjiä sukupuolen, iän, kielen, alkuperän, vammaisuuden tai seksuaalisen suuntautumisen takia",ruotsi ,http://www.sfp.fi/ninafhallstrom,http://www.facebook.com/ninaafhallstrom,https://twitter.com/@ninaafhallstrom,kyllä ,Mies ja viisi lasta,liikunta ,yksityinen ,johtava asema ,Toiminnanjohtaja,korkeakoulututkinto ,suomi |ruotsi |englanti |ranska |joku muu,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,1 000-5 000 euroa ,1-20 % ,puolueen tuki ,50 000-70 000 euroa ,10 000-50 000 euroa ,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,ohita kysymys,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,ohita kysymys,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Ei,Tyhjä,Ei,Ei,Kyllä,Ei
13 Lapin vaalipiiri,5689,Ahlakorpi,Anni,Ahlakorpi Anni,Vasemmistoliitto,28,F,0,0,1,Utsjoki,16,"Talouspolitiikan suunnanmuutos on se kaikista tärkein. Leikkaukset ovat vain pahentaneet ongelmaa, joka niiden piti korjata, joten nyt on aika luoda työpaikkoja ja hyvinvointia -Lapin luonnon, ihmisten ja työpaikkojen puolesta!",Kaivoslaki on uudistettava!,"Ei Natolle, Vuotoksen altaalle ja talouskuripolitiikalle!",Kohtuulliset koulumatkat kaikille ja päätöksenteko maakuntiin!,suomi ,http://www.anniahlakorpi.net/,https://www.facebook.com/ahlakorpianni,https://twitter.com/AnniAhlakorpi,ei,Kaksi löytökissaa ja koira,,ei työelämässä,opiskelija ,Viimeisin työpaikka oli asiakasneuvojana Ylä-Lapin luontokeskus Siidassa,korkeakoulututkinto ,suomi |ruotsi |englanti |joku muu,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,ei,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa ,81-100%,kansalaisjärjestöjen tuki ,alle 20 000 euroa ,0-10 000 euroa ,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Ei,Tyhjä,Ei
13 Lapin vaalipiiri,4771,Ahlakorpi,Arto,Ahlakorpi Arto,Suomen Kommunistinen Puolue,69,M,0,0,0,Utsjoki,54,Työllisyys kuntoon työaikaa lyhentämällä.  Suomi irti sotaliitto Naton kumppanuudesta.  Perusturva 1200 euroon.  Saamelaisen alkuperäiskansa oikeudet turvattava ja ILO169-sopimus hyväksyttävä.,työajan lyhentäminen 30 tuntiin viikossa ansiotasoa alentamatta ja minimipalkka 1800 €/kk,Suomi irti Nato-yhteistyöstä ja Suomen palauttaminen rauhantahtoiseksi ja ristiriitoja sovittelevaksi,Ihmisten tarpeet politiikan teon lähtökohdiksi suurpääoman etujen ajamisen sijaan.,suomi ,https://skplappi.wordpress.com/eduskuntavaalit-2015-2/eduskuntavaalit-2015/ahlakorpi-arto/,https://www.facebook.com/arto.ahlakorpi,,kyllä ,vaimo ja 2 aikuista lasta,metsästys ja kalastus ,ei työelämässä,eläkeläinen ,asiakasneuvoja,ylioppilas ,suomi |ruotsi |englanti |saksa ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa ,51-80 % ,puolueen tuki ,alle 20 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
01 Helsingin vaalipiiri,5379,Ahlavuo,Valentina,Ahlavuo Valentina,Perussuomalaiset,42,F,0,0,0,Helsinki,156,Aion torjua Guggenheim-museohankkeen. Helsinkiläisten veronmaksajien rahoja ei pidä sijoittaa yksityisen säätiön bisnekseen. Aion edistää autoverotuksen järkeistämistä ja torjua ruuhkamaksut. Helsinkiläisten asumisedellytyksiä kotikaupungissa on parannettava.,Olen aktiivinen.,Paneudun tehtäviin.,Käytän asiantuntijoita.,muu,http://www.ahlavuo.fi,https://www.facebook.com/ahlavuo,https://twitter.com/@ahlavuo,ei,aviomies Erkki Ahlavuo,liikunta ,yksityinen ,yrittäjä ,toimitussihteeri,korkeakoulututkinto ,suomi |englanti |ranska |venäjä ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa ,0 %,ei ulkopuolista vaalirahoitusta,30 000-50 000 euroa ,50 000-200 000 euroa ,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,ohita kysymys,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,ohita kysymys,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,ohita kysymys,1 - täysin samaa mieltä,Kyllä,Kyllä,Kyllä,Ei,Ei,Ei
10 Vaasan vaalipiiri,4445,Ahlberg,Rurik,Ahlberg Rurik,Suomen ruotsalainen kansanpuolue,42,M,0,0,0,Mustasaari,2,"Sosiaali- ja terveydenhuolto, talous ja Suomi kahden yhteisen kansalliskielen maana.",Meidän tulee itse pystyä päättämään tärkeistä sosiaali- ja terveydenhuollon palveluistamme. Valtaa ei tule siirtää Turkuun.,Ponnistelen vahvan kahdenkielisen Suomen eteen. Kaksikielisyys rikastuttaa kulttuuriamme ja luo paremmat edellytykset elinkeinoelämälle.,Meidän täytyy saada vauhtia investointeihin. Yrittäminen täytyy houkuttaa ja kannattaa.,ruotsi ,http://www.rurik.fi/fi,https://www.facebook.com/ruriktillriksdagen,https://twitter.com/rurikahlberg,kyllä ,"Avovaimo Anki Westergård, neljä tyttöä ja poika. Lapset ovat iässä 7-13. Kaksi kissaa.",kirjallisuus ja elokuvat ,julkinen ,johtava asema ,Kunnanjohtaja.,korkeakoulututkinto ,suomi |ruotsi |englanti |saksa |ranska |venäjä ,evankelis-luterilainen kirkko ,kyllä ,ei mitään näistä,20 000-50 000 euroa ,81-100%,yksityiset lahjoitukset ,70 000-100 000 euroa ,50 000-200 000 euroa ,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Ei,Ei,Kyllä,Ei,Tyhjä,Ei
03 Varsinais-Suomen vaalipiiri,5577,Ahlfors,Jari,Ahlfors Jari,Itsenäisyyspuolue,36,M,0,0,1,Somero,104,"Demokratiaa , mahdollisuus sitoviin kansanäänestyksiin . Lasten oikeuksia. Tasa-arvoisuutta ja estää eriarvoistumista.",Pidän aina heikompien ja vähäosaisten puolia.,En koskaan muutu Eu tai Euro myönteiseksi .,"Jos sanani syön , Tukiainen minut vieköön.",suomi ,,https://fi-fi.facebook.com/jari.ahlfors,,,,musiikki ,,työntekijä ,"Maanrakentaja , Aktivisti",ammattitutkinto ,suomi |englanti ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,,ei mitään näistä,,,,,,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,ohita kysymys,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Ei,Kyllä
02 Uudenmaan vaalipiiri,5013,Ahlfors,Tiina,Ahlfors Tiina,Vasemmistoliitto,38,F,0,0,0,Espoo,155,"Perusturvan nostamista tasolle, jolla pystyy elämään; perusturvan yksinkertaistamista. Sujuvaa arkea ja perheiden, lasten ja nuorten hyvinvointia edistäviä asioita, kuten peruspalveluiden saatavuuden takaamista. Peruskoulun vaalimista julkisena palveluna!",Perustulokokeilualoitteen edistäminen.,Arjen mielessäpitäminen ja sen näkyminen politiikan tekemisessä.,Ruotsin opetteleminen uudelleen (jäi saksan jalkoihin siellä asuessani).,suomi ,http://www.ehdokas.vasemmisto.fi/tiinaahlfors,https://www.facebook.com/ahlforst?ref=hl,https://twitter.com/@AhlforsTiina,kyllä ,"Puoliso ja kaksi lasta, ja koiranpentu",,yksityinen ,johtava asema ,johtava ohjaaja,korkeakoulututkinto ,suomi |englanti ,,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,51-80 % ,puolueen tuki ,,ei sijoituksia ,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
02 Uudenmaan vaalipiiri,6301,Ahlgren,Jukka,Ahlgren Jukka,Kansallinen Kokoomus,57,M,0,0,0,,293,,,,,,,,,,,,,,"yrittäjä, muusikko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
